purchase_date,purchase_ym,item_name,item_price,고객이름,지역,등록일
2019-02-23 1:45,201902,상품A,100.0,김지운,E시,2017-07-10
2019-02-07 15:50,201902,상품A,100.0,김은율,C시,2018-05-03
2019-04-07 3:51,201904,상품A,100.0,김성현,C시,2017-04-09
2019-01-29 17:16,201901,상품A,100.0,김하민,E시,2018-05-12
2019-04-07 9:37,201904,상품A,100.0,김가온,C시,2017-01-26
2019-04-25 16:55,201904,상품A,100.0,김지오,F시,2017-05-27
2019-07-14 9:55,201907,상품A,100.0,김재현,D시,2018-07-22
2019-05-30 15:35,201905,상품A,100.0,김동건,D시,2017-03-13
2019-03-09 22:29,201903,상품A,100.0,김우진,H시,2018-05-14
2019-05-17 12:32,201905,상품A,100.0,김연호,E시,2017-02-07
2019-05-24 10:19,201905,상품A,100.0,김준성,D시,2017-07-28
2019-06-23 15:15,201906,상품A,100.0,김상현,G시,2017-03-26
2019-06-18 1:55,201906,상품A,100.0,김준영,E시,2018-03-08
2019-03-02 12:51,201903,상품A,100.0,김지환,C시,2017-03-23
2019-05-05 13:12,201905,상품A,100.0,김현우,C시,2018-06-28
2019-05-28 17:36,201905,상품A,100.0,김영준,A시,2017-01-23
2019-01-15 22:59,201901,상품A,100.0,김하진,C시,2018-05-18
2019-01-27 6:10,201901,상품A,100.0,김재민,D시,2018-02-02
2019-01-28 17:04,201901,상품A,100.0,김하율,F시,2017-04-01
2019-06-20 5:44,201906,상품A,100.0,김윤성,F시,2017-03-03
2019-07-16 5:19,201907,상품A,100.0,김현석,H시,2018-06-10
2019-01-18 4:12,201901,상품A,100.0,김이준,B시,2018-02-10
2019-02-09 18:52,201902,상품A,100.0,김은혁,E시,2017-01-21
2019-03-10 6:42,201903,상품A,100.0,김태우,F시,2018-06-18
2019-02-28 20:29,201902,상품A,100.0,김현수,E시,2017-04-07
2019-05-02 1:45,201905,상품A,100.0,김지호,D시,2017-06-16
2019-01-21 3:33,201901,상품A,100.0,김진우,D시,2018-05-02
2019-07-26 3:56,201907,상품A,100.0,김이안,F시,2017-04-29
2019-02-26 3:21,201902,상품A,100.0,김현우,C시,2018-06-28
2019-04-01 17:58,201904,상품A,100.0,김도하,G시,2018-02-17
2019-07-26 15:06,201907,상품A,100.0,김연준,A시,2018-07-29
2019-06-12 10:08,201906,상품A,100.0,김지용,B시,2018-07-21
2019-07-19 14:12,201907,상품A,100.0,김서윤,G시,2017-01-30
2019-02-12 6:06,201902,상품A,100.0,김태경,D시,2018-01-29
2019-02-08 18:40,201902,상품A,100.0,김재희,G시,2017-06-20
2019-06-21 0:01,201906,상품A,100.0,김주호,G시,2017-07-05
2019-07-14 17:32,201907,상품A,100.0,김성윤,F시,2018-03-05
2019-01-11 11:34,201901,상품A,100.0,김윤호,G시,2017-02-05
2019-01-12 3:26,201901,상품A,100.0,김건희,B시,2018-01-21
2019-06-03 17:33,201906,상품A,100.0,김서진,G시,2018-06-29
2019-03-05 20:21,201903,상품A,100.0,김주혁,C시,2018-02-22
2019-03-12 2:04,201903,상품A,100.0,김서윤,G시,2017-01-30
2019-05-18 19:16,201905,상품A,100.0,김재준,A시,2018-02-21
2019-04-07 12:34,201904,상품A,100.0,김예찬,B시,2017-07-03
2019-06-04 13:52,201906,상품A,100.0,김강현,D시,2017-06-07
2019-01-28 22:13,201901,상품A,100.0,김윤호,G시,2017-02-05
2019-06-29 10:01,201906,상품A,100.0,김하민,E시,2018-05-12
2019-07-13 21:38,201907,상품A,100.0,김태윤,E시,2017-05-09
2019-06-11 12:57,201906,상품A,100.0,김재호,C시,2018-02-14
2019-07-02 1:00,201907,상품A,100.0,김승환,B시,2017-05-23
2019-02-11 17:00,201902,상품A,100.0,김성윤,F시,2018-03-05
2019-03-05 11:16,201903,상품A,100.0,김규민,F시,2017-01-08
2019-05-30 17:56,201905,상품A,100.0,김준우,C시,2018-06-25
2019-05-29 8:42,201905,상품A,100.0,김재훈,D시,2017-03-23
2019-05-31 22:33,201905,상품A,100.0,김민찬,B시,2018-03-13
2019-01-28 10:47,201901,상품A,100.0,김태윤,E시,2017-05-09
2019-07-10 23:41,201907,상품A,100.0,김현서,C시,2018-07-28
2019-05-20 3:01,201905,상품A,100.0,김우주,A시,2018-03-04
2019-04-22 3:09,201904,상품A,100.0,김강현,D시,2017-06-07
2019-05-06 2:24,201905,상품A,100.0,김주혁,C시,2018-02-22
2019-06-04 1:15,201906,상품A,100.0,김이안,F시,2017-04-29
2019-06-05 2:25,201906,상품A,100.0,김현성,H시,2018-01-04
2019-06-21 11:09,201906,상품A,100.0,김승훈,C시,2017-01-30
2019-06-24 2:56,201906,상품A,100.0,김현진,H시,2017-07-13
2019-01-13 11:50,201901,상품A,100.0,김시율,F시,2017-07-15
2019-03-09 14:20,201903,상품A,100.0,김우찬,C시,2018-04-07
2019-05-11 19:42,201905,상품A,100.0,김유찬,A시,2018-06-19
2019-04-25 17:15,201904,상품A,100.0,김강현,D시,2017-06-07
2019-05-20 14:05,201905,상품A,100.0,김지안,B시,2017-01-28
2019-06-07 0:03,201906,상품B,200.0,김재희,G시,2017-06-20
2019-03-15 6:06,201903,상품B,200.0,김서윤,G시,2017-01-30
2019-06-25 3:12,201906,상품B,200.0,김규민,F시,2017-01-08
2019-04-18 16:44,201904,상품B,200.0,김유빈,C시,2017-01-07
2019-07-27 9:00,201907,상품B,200.0,김현수,E시,2017-04-07
2019-01-24 14:52,201901,상품B,200.0,김현우,C시,2018-06-28
2019-04-15 1:41,201904,상품B,200.0,김민호,F시,2018-07-09
2019-01-09 5:59,201901,상품B,200.0,김승현,F시,2018-05-20
2019-07-03 18:20,201907,상품B,200.0,김민서,B시,2018-07-02
2019-07-10 14:28,201907,상품B,200.0,김준수,E시,2018-02-17
2019-06-07 6:50,201906,상품B,200.0,김재윤,C시,2018-02-23
2019-07-16 19:33,201907,상품B,200.0,김이안,F시,2017-04-29
2019-06-29 2:03,201906,상품B,200.0,김승재,C시,2017-02-12
2019-04-30 7:48,201904,상품B,200.0,김서윤,G시,2017-01-30
2019-03-01 9:53,201903,상품B,200.0,김성준,H시,2018-05-24
2019-04-11 16:38,201904,상품B,200.0,김태현,B시,2018-02-13
2019-01-30 17:24,201901,상품B,200.0,김재윤,C시,2018-02-23
2019-07-12 15:32,201907,상품B,200.0,김주안,G시,2017-05-05
2019-07-12 4:58,201907,상품B,200.0,김다온,A시,2018-05-01
2019-03-16 22:28,201903,상품B,200.0,김성민,A시,2018-02-06
2019-03-27 21:16,201903,상품B,200.0,김태경,D시,2018-01-29
2019-03-26 16:26,201903,상품B,200.0,김승현,F시,2018-05-20
2019-07-28 20:12,201907,상품B,200.0,김건희,B시,2018-01-21
2019-04-11 16:11,201904,상품B,200.0,김재민,D시,2018-02-02
2019-07-30 17:38,201907,상품B,200.0,김상민,H시,2018-02-24
2019-02-20 19:32,201902,상품B,200.0,김민건,F시,2017-02-14
2019-06-11 12:52,201906,상품B,200.0,김시완,A시,2018-05-20
2019-03-23 23:07,201903,상품B,200.0,김지혁,A시,2017-03-29
2019-05-24 7:01,201905,상품B,200.0,김재준,A시,2018-02-21
2019-05-20 18:00,201905,상품B,200.0,김우진,H시,2018-05-14
2019-01-29 15:29,201901,상품B,200.0,김시완,A시,2018-05-20
2019-01-22 3:28,201901,상품B,200.0,김민수,D시,2018-07-22
2019-01-23 15:23,201901,상품B,200.0,김승호,F시,2017-04-08
2019-01-16 18:49,201901,상품B,200.0,김지한,A시,2018-01-07
2019-03-19 22:29,201903,상품B,200.0,정준기,B시,2017-02-05
2019-07-02 20:42,201907,상품B,200.0,김승주,E시,2018-07-15
2019-07-02 11:03,201907,상품B,200.0,김상민,H시,2018-02-24
2019-02-26 11:06,201902,상품B,200.0,김현우,C시,2018-06-28
2019-05-25 7:57,201905,상품B,200.0,김지민,F시,2017-05-23
2019-07-13 22:58,201907,상품B,200.0,김동욱,A시,2018-07-04
2019-02-14 3:26,201902,상품B,200.0,김유찬,A시,2018-06-19
2019-03-01 3:48,201903,상품B,200.0,김승호,F시,2017-04-08
2019-07-29 0:17,201907,상품B,200.0,김지원,H시,2018-02-27
2019-07-20 22:32,201907,상품B,200.0,김도경,H시,2018-06-13
2019-05-18 22:59,201905,상품B,200.0,김현준,E시,2017-07-02
2019-05-31 21:05,201905,상품B,200.0,김예성,A시,2017-06-20
2019-04-09 5:13,201904,상품B,200.0,김은호,H시,2018-05-22
2019-04-08 0:10,201904,상품B,200.0,김동욱,A시,2018-07-04
2019-03-09 4:08,201903,상품B,200.0,김준희,H시,2017-07-08
2019-07-17 19:57,201907,상품B,200.0,김승준,E시,2018-07-01
2019-03-17 0:02,201903,상품B,200.0,김준영,E시,2018-03-08
2019-02-25 17:44,201902,상품B,200.0,김승주,E시,2018-07-15
2019-07-08 20:15,201907,상품B,200.0,김찬우,F시,2018-07-16
2019-06-18 20:34,201906,상품B,200.0,김우주,A시,2018-03-04
2019-04-17 18:30,201904,상품B,200.0,김지운,E시,2017-07-10
2019-05-02 15:15,201905,상품B,200.0,김예준,C시,2018-07-22
2019-05-16 13:20,201905,상품B,200.0,김하민,E시,2018-05-12
2019-04-11 15:55,201904,상품B,200.0,김도윤,E시,2017-02-18
2019-03-25 9:43,201903,상품B,200.0,김윤재,H시,2017-01-30
2019-04-12 1:58,201904,상품B,200.0,김지운,E시,2017-07-10
2019-02-01 14:49,201902,상품B,200.0,김민수,D시,2018-07-22
2019-02-24 11:35,201902,상품B,200.0,김준성,D시,2017-07-28
2019-03-19 8:45,201903,상품B,200.0,김현성,H시,2018-01-04
2019-03-22 6:07,201903,상품B,200.0,김시우,H시,2018-05-19
2019-07-13 12:08,201907,상품B,200.0,김우현,C시,2017-01-10
2019-05-01 21:24,201905,상품B,200.0,김서율,G시,2018-03-24
2019-05-10 6:35,201905,상품B,200.0,김준우,C시,2018-06-25
2019-07-05 22:16,201907,상품B,200.0,김영준,A시,2017-01-23
2019-04-16 17:16,201904,상품B,200.0,김선우,H시,2017-05-05
2019-06-28 10:05,201906,상품B,200.0,김민호,F시,2018-07-09
2019-05-14 0:41,201905,상품B,200.0,김유준,D시,2017-04-04
2019-03-24 3:52,201903,상품B,200.0,김다온,A시,2018-05-01
2019-03-27 19:50,201903,상품B,200.0,김도경,H시,2018-06-13
2019-04-09 16:48,201904,상품B,200.0,김지율,B시,2017-03-15
2019-06-07 10:22,201906,상품B,200.0,김정민,B시,2017-07-01
2019-04-02 8:45,201904,상품B,200.0,김현우,C시,2018-06-28
2019-01-26 2:03,201901,상품B,200.0,김성민,A시,2018-02-06
2019-01-20 5:58,201901,상품B,200.0,김성현,C시,2017-04-09
2019-04-24 14:29,201904,상품B,200.0,김주원,C시,2018-05-21
2019-03-23 11:03,201903,상품B,200.0,김준후,B시,2017-04-18
2019-02-02 14:40,201902,상품B,200.0,김예준,C시,2018-07-22
2019-03-15 22:52,201903,상품B,200.0,김태영,D시,2018-06-17
2019-02-11 8:53,201902,상품B,200.0,김현우,C시,2018-06-28
2019-02-25 10:35,201902,상품B,200.0,김도훈,F시,2017-06-12
2019-06-22 1:38,201906,상품B,200.0,김은호,H시,2018-05-22
2019-04-25 19:50,201904,상품B,200.0,김승윤,F시,2017-03-25
2019-05-14 18:09,201905,상품B,200.0,김지민,F시,2017-05-23
2019-05-17 0:44,201905,상품B,200.0,김주환,B시,2018-05-02
2019-03-02 9:06,201903,상품B,200.0,김태윤,E시,2017-05-09
2019-06-10 10:27,201906,상품B,200.0,김상민,H시,2018-02-24
2019-02-11 20:42,201902,상품B,200.0,김예준,C시,2018-07-22
2019-05-28 0:52,201905,상품B,200.0,김현준,E시,2017-07-02
2019-03-13 16:26,201903,상품B,200.0,김민석,A시,2018-05-13
2019-04-15 16:44,201904,상품B,200.0,김지호,D시,2017-06-16
2019-01-06 19:25,201901,상품B,200.0,김승원,C시,2017-05-17
2019-06-22 15:33,201906,상품B,200.0,김우진,H시,2018-05-14
2019-01-04 14:34,201901,상품B,200.0,김민기,G시,2018-07-19
2019-02-25 7:58,201902,상품B,200.0,김도윤,E시,2017-02-18
2019-02-17 22:28,201902,상품B,200.0,김라온,F시,2018-07-29
2019-06-05 7:52,201906,상품B,200.0,김준후,B시,2017-04-18
2019-04-11 4:02,201904,상품B,200.0,김찬영,C시,2017-06-28
2019-01-11 7:19,201901,상품B,200.0,김현수,E시,2017-04-07
2019-04-07 7:50,201904,상품B,200.0,김우진,H시,2018-05-14
2019-07-10 9:51,201907,상품B,200.0,김우현,C시,2017-01-10
2019-03-03 2:06,201903,상품B,200.0,김정원,H시,2017-07-15
2019-02-11 14:20,201902,상품B,200.0,김재민,D시,2018-02-02
2019-03-31 10:49,201903,상품B,200.0,김은율,C시,2018-05-03
2019-04-05 11:23,201904,상품B,200.0,김하준,H시,2018-04-21
2019-02-17 1:46,201902,상품B,200.0,김지완,G시,2018-02-12
2019-05-21 11:17,201905,상품B,200.0,김태우,F시,2018-06-18
2019-07-02 7:39,201907,상품B,200.0,김정민,B시,2017-07-01
2019-07-09 15:27,201907,상품B,200.0,김성민,A시,2018-02-06
2019-01-20 19:05,201901,상품B,200.0,김준호,G시,2017-02-20
2019-03-02 20:16,201903,상품C,300.0,김승현,F시,2018-05-20
2019-03-06 9:51,201903,상품C,300.0,김민서,B시,2018-07-02
2019-02-21 4:51,201902,상품C,300.0,김현승,A시,2018-01-08
2019-01-04 9:03,201901,상품C,300.0,김이안,F시,2017-04-29
2019-04-23 23:11,201904,상품C,300.0,김우영,D시,2017-04-12
2019-06-30 20:05,201906,상품C,300.0,김민석,A시,2018-05-13
2019-03-16 1:46,201903,상품C,300.0,김민재,B시,2018-05-15
2019-04-25 12:17,201904,상품C,300.0,김윤우,A시,2018-03-12
2019-07-27 10:13,201907,상품C,300.0,김동하,F시,2018-03-15
2019-03-31 23:41,201903,상품C,300.0,정영훈,A시,2018-04-18
2019-07-06 16:39,201907,상품C,300.0,김연호,E시,2017-02-07
2019-01-30 10:27,201901,상품C,300.0,김현수,E시,2017-04-07
2019-04-02 15:36,201904,상품C,300.0,김은찬,H시,2018-03-24
2019-07-06 11:04,201907,상품C,300.0,김지오,F시,2017-05-27
2019-01-25 3:57,201901,상품C,300.0,김이안,F시,2017-04-29
2019-07-06 8:33,201907,상품C,300.0,김민우,B시,2017-01-05
2019-07-24 10:19,201907,상품C,300.0,김재호,C시,2018-02-14
2019-02-24 18:54,201902,상품C,300.0,김준석,F시,2017-03-04
2019-01-04 2:25,201901,상품C,300.0,김예준,C시,2018-07-22
2019-04-26 17:10,201904,상품C,300.0,김주안,G시,2017-05-05
2019-07-10 23:10,201907,상품C,300.0,김수혁,G시,2017-06-09
2019-02-15 9:46,201902,상품C,300.0,정도형,A시,2017-04-13
2019-03-12 14:52,201903,상품C,300.0,김현수,E시,2017-04-07
2019-04-09 18:43,201904,상품C,300.0,김민혁,A시,2017-05-13
2019-03-17 7:49,201903,상품C,300.0,김태준,E시,2017-05-16
2019-03-24 12:35,201903,상품C,300.0,김지오,F시,2017-05-27
2019-04-18 14:29,201904,상품C,300.0,김지우,G시,2017-04-11
2019-01-20 8:18,201901,상품C,300.0,김유빈,C시,2017-01-07
2019-06-02 11:39,201906,상품C,300.0,김민석,A시,2018-05-13
2019-07-10 5:07,201907,상품C,300.0,김예성,A시,2017-06-20
2019-03-12 20:09,201903,상품C,300.0,김시호,H시,2017-06-12
2019-03-27 11:07,201903,상품C,300.0,김민재,B시,2018-05-15
2019-05-15 21:50,201905,상품C,300.0,김승우,B시,2017-07-26
2019-02-17 13:42,201902,상품C,300.0,김지율,B시,2017-03-15
2019-02-26 0:58,201902,상품C,300.0,김규민,F시,2017-01-08
2019-02-07 2:26,201902,상품C,300.0,김도원,A시,2017-03-29
2019-07-15 21:21,201907,상품C,300.0,김우찬,C시,2018-04-07
2019-06-01 2:27,201906,상품C,300.0,김지안,B시,2017-01-28
2019-07-09 5:42,201907,상품C,300.0,김강현,D시,2017-06-07
2019-01-04 16:02,201901,상품C,300.0,김현우,C시,2018-06-28
2019-03-16 23:24,201903,상품C,300.0,김동우,A시,2017-07-06
2019-03-07 20:23,201903,상품C,300.0,김태인,F시,2017-03-12
2019-06-17 19:16,201906,상품C,300.0,김지호,D시,2017-06-16
2019-03-12 19:34,201903,상품C,300.0,김정후,G시,2018-05-07
2019-04-21 0:11,201904,상품C,300.0,김지율,B시,2017-03-15
2019-05-15 18:33,201905,상품C,300.0,김은율,C시,2018-05-03
2019-03-02 7:12,201903,상품C,300.0,정영훈,A시,2018-04-18
2019-02-24 1:07,201902,상품C,300.0,김현성,H시,2018-01-04
2019-05-17 10:59,201905,상품C,300.0,김승우,B시,2017-07-26
2019-01-20 17:17,201901,상품C,300.0,김지민,F시,2017-05-23
2019-04-09 23:43,201904,상품C,300.0,김라온,F시,2018-07-29
2019-05-15 21:37,201905,상품C,300.0,김동우,A시,2017-07-06
2019-04-02 20:25,201904,상품C,300.0,김태현,B시,2018-02-13
2019-03-30 1:13,201903,상품C,300.0,김이안,F시,2017-04-29
2019-04-10 9:05,201904,상품C,300.0,김준혁,A시,2018-05-09
2019-02-10 17:29,201902,상품C,300.0,김도윤,E시,2017-02-18
2019-02-14 2:29,201902,상품C,300.0,김준형,C시,2018-03-09
2019-05-11 23:23,201905,상품C,300.0,김재준,A시,2018-02-21
2019-06-09 16:13,201906,상품C,300.0,김주혁,C시,2018-02-22
2019-05-18 15:43,201905,상품C,300.0,김동현,C시,2017-05-30
2019-01-11 10:43,201901,상품C,300.0,김우빈,D시,2017-07-20
2019-01-19 15:12,201901,상품C,300.0,김성빈,H시,2018-02-28
2019-04-12 8:46,201904,상품C,300.0,김이준,B시,2018-02-10
2019-01-05 17:35,201901,상품C,300.0,김수현,E시,2017-02-22
2019-02-24 11:50,201902,상품C,300.0,김지율,B시,2017-03-15
2019-02-23 15:54,201902,상품C,300.0,김현민,D시,2017-07-30
2019-07-19 11:50,201907,상품C,300.0,김재준,A시,2018-02-21
2019-02-27 21:27,201902,상품C,300.0,김지원,H시,2018-02-27
2019-02-13 0:04,201902,상품C,300.0,김재훈,D시,2017-03-23
2019-02-17 11:34,201902,상품C,300.0,김대현,H시,2017-01-30
2019-02-26 4:55,201902,상품C,300.0,김시호,H시,2017-06-12
2019-02-12 0:47,201902,상품C,300.0,김시환,F시,2018-05-27
2019-04-04 9:26,201904,상품C,300.0,김경민,E시,2017-07-05
2019-07-29 15:09,201907,상품C,300.0,김승찬,B시,2017-02-19
2019-01-20 8:52,201901,상품C,300.0,김유진,B시,2018-06-14
2019-05-21 18:07,201905,상품C,300.0,김서후,A시,2017-05-23
2019-06-09 4:56,201906,상품C,300.0,김시호,H시,2017-06-12
2019-03-19 16:17,201903,상품C,300.0,김지안,B시,2017-01-28
2019-02-13 0:26,201902,상품C,300.0,김준형,C시,2018-03-09
2019-01-29 3:34,201901,상품C,300.0,김승재,C시,2017-02-12
2019-03-23 7:25,201903,상품C,300.0,김가온,C시,2017-01-26
2019-02-15 12:27,201902,상품C,300.0,김현석,H시,2018-06-10
2019-04-12 3:48,201904,상품C,300.0,김태민,H시,2017-01-08
2019-02-08 0:32,201902,상품C,300.0,김민우,B시,2017-01-05
2019-04-05 8:26,201904,상품C,300.0,김유빈,C시,2017-01-07
2019-05-16 15:58,201905,상품C,300.0,김민찬,B시,2018-03-13
2019-03-31 2:36,201903,상품C,300.0,김민기,G시,2018-07-19
2019-04-26 15:35,201904,상품C,300.0,김태영,D시,2018-06-17
2019-05-27 15:23,201905,상품C,300.0,김지환,C시,2017-03-23
2019-01-13 17:44,201901,상품C,300.0,김은호,H시,2018-05-22
2019-01-16 0:35,201901,상품C,300.0,김동현,C시,2017-05-30
2019-04-22 11:36,201904,상품C,300.0,김도윤,E시,2017-02-18
2019-05-20 20:14,201905,상품C,300.0,김재민,D시,2018-02-02
2019-06-02 7:52,201906,상품C,300.0,김시호,H시,2017-06-12
2019-07-06 7:16,201907,상품C,300.0,김태훈,A시,2018-01-06
2019-02-13 23:16,201902,상품C,300.0,김준석,F시,2017-03-04
2019-04-28 5:37,201904,상품C,300.0,김규현,F시,2017-03-21
2019-04-30 17:31,201904,상품C,300.0,김도현,A시,2017-03-04
2019-05-29 15:51,201905,상품C,300.0,김서윤,G시,2017-01-30
2019-05-07 10:39,201905,상품C,300.0,김서진,G시,2018-06-29
2019-01-15 9:28,201901,상품C,300.0,김동현,C시,2017-05-30
2019-05-17 6:37,201905,상품C,300.0,김승환,B시,2017-05-23
2019-02-02 23:44,201902,상품C,300.0,김재훈,D시,2017-03-23
2019-04-23 18:25,201904,상품C,300.0,김승준,E시,2018-07-01
2019-06-09 5:56,201906,상품C,300.0,김준호,G시,2017-02-20
2019-02-25 3:45,201902,상품C,300.0,김유빈,C시,2017-01-07
2019-02-12 22:35,201902,상품C,300.0,김대현,H시,2017-01-30
2019-06-30 18:41,201906,상품C,300.0,김선우,H시,2017-05-05
2019-01-29 0:54,201901,상품C,300.0,김지안,B시,2017-01-28
2019-01-25 8:45,201901,상품C,300.0,김도경,H시,2018-06-13
2019-07-20 8:36,201907,상품C,300.0,김현수,E시,2017-04-07
2019-06-06 18:44,201906,상품C,300.0,김세현,C시,2018-03-17
2019-02-23 1:20,201902,상품C,300.0,김가온,C시,2017-01-26
2019-04-24 1:31,201904,상품C,300.0,김수혁,G시,2017-06-09
2019-02-02 4:01,201902,상품C,300.0,김성훈,B시,2018-01-09
2019-03-10 15:49,201903,상품C,300.0,김우진,H시,2018-05-14
2019-07-24 11:26,201907,상품C,300.0,김윤서,H시,2018-07-10
2019-05-14 8:42,201905,상품C,300.0,김태준,E시,2017-05-16
2019-03-02 14:51,201903,상품C,300.0,김지용,B시,2018-07-21
2019-05-19 15:46,201905,상품C,300.0,김재민,D시,2018-02-02
2019-02-11 2:41,201902,상품C,300.0,김은호,H시,2018-05-22
2019-04-18 15:53,201904,상품C,300.0,김우현,C시,2017-01-10
2019-04-27 14:10,201904,상품C,300.0,김재혁,G시,2018-01-31
2019-03-23 0:41,201903,상품C,300.0,김서율,G시,2018-03-24
2019-04-03 2:29,201904,상품C,300.0,김승우,B시,2017-07-26
2019-06-12 4:51,201906,상품C,300.0,김윤재,H시,2017-01-30
2019-04-27 18:18,201904,상품C,300.0,김주호,G시,2017-07-05
2019-07-30 18:02,201907,상품C,300.0,김성우,E시,2017-06-01
2019-01-07 13:19,201901,상품C,300.0,김승환,B시,2017-05-23
2019-07-26 14:59,201907,상품C,300.0,김라온,F시,2018-07-29
2019-07-18 6:57,201907,상품C,300.0,김지오,F시,2017-05-27
2019-05-07 15:07,201905,상품C,300.0,김지원,H시,2018-02-27
